2021/02/21 23:10:15	INFO	hej verden
2021/02/21 23:10:15	ERROR	Hello world
2021/02/21 23:10:15	INFO	hej verden
2021/02/21 23:10:15	INFO	hej verden
2021/02/21 23:10:15	WARNING	hej verden
2021/02/22 10:02:45	INFO	hej verden
2021/02/22 10:02:45	ERROR	Hello world
2021/02/22 10:02:45	INFO	hej verden
2021/02/22 10:02:45	INFO	hej verden
2021/02/22 10:02:45	WARNING	hej verden
2021/02/22 10:03:01	INFO	hej verden
2021/02/22 10:03:01	ERROR	Hello world
2021/02/22 10:03:01	INFO	hej verden
2021/02/22 10:03:01	INFO	hej verden
2021/02/22 10:03:01	WARNING	hej verden
2021/02/22 10:03:16	INFO	hej verden
2021/02/22 10:03:16	ERROR	Hello world
2021/02/22 10:03:16	INFO	hej verden
2021/02/22 10:03:16	INFO	hej verden
2021/02/22 10:03:16	WARNING	hej verden
2021/02/22 10:04:45	INFO	hej verden
2021/02/22 10:04:45	ERROR	Hello world
2021/02/22 10:04:45	INFO	hej verden
2021/02/22 10:04:45	INFO	hej verden
2021/02/22 10:04:45	WARNING	hej verden
2021/02/22 10:14:23	INFO	hej verden
2021/02/22 10:14:23	ERROR	Hello world
2021/02/22 10:14:23	INFO	hej verden
2021/02/22 10:14:23	INFO	hej verden
2021/02/22 10:14:23	WARNING	hej verden
